country_code;year;co2_emissions
CHL;2012;79703889.85
CHL;2013;81675970.15
CHL;2014;80977071.12
CHL;2015;81161248.54
CHL;2016;86127998.65
CHL;2017;84603249.72
CHN;1899;95264
CHN;1902;95264
CHN;1903;1963904
CHN;1904;2088480
CHN;1905;2297328
CHN;1906;17110880
CHN;1907;16839744
CHN;1908;22731456
CHN;1909;20837168
CHN;1910;18748688
CHN;1911;27846400
CHN;1912;9786544
CHN;1913;10757504
CHN;1914;15106672
CHN;1915;16088624
CHN;1916;17964592
CHN;1917;19851552
CHN;1918;21042352
CHN;1919;24255680
CHN;1920;26769184
CHN;1921;25288928
CHN;1922;26633616
CHN;1923;32151600
CHN;1924;35093792
CHN;1925;33221488
CHN;1926;29590464
CHN;1927;33525600
CHN;1928;34115504
CHN;1929;35819264
CHN;1930;37922400
CHN;1931;40260032
CHN;1932;38600240
CHN;1933;42216608
CHN;1934;49273472
CHN;1935;57627392
CHN;1936;65039664
CHN;1937;60576912
CHN;1938;55304416
CHN;1939;67157456
CHN;1940;86100336
CHN;1941;107615344
CHN;1942;113869792
CHN;1943;97304848
CHN;1944;97865440
CHN;1945;50350688
CHN;1946;31275904
CHN;1947;33587888
CHN;1948;23852640
CHN;1949;59309168
CHN;1950;78647760
CHN;1951;101723632
CHN;1952;128221680
CHN;1953;134102400
CHN;1954;161256304
CHN;1955;190890736
CHN;1956;216348208
CHN;1957;256348096
CHN;1958;525380960
CHN;1959;720152146.7
CHN;1960;778979465.8
CHN;1961;550958537.3
CHN;1962;439342105.3
CHN;1963;435517603.7
CHN;1964;435703730.3
CHN;1965;474680624.9
CHN;1966;521458912.9
CHN;1967;432223556.9
CHN;1968;467805643
CHN;1969;575944671.2
CHN;1970;770167190.3
CHN;1971;874016350.7
CHN;1972;928893957.8
CHN;1973;965646598.3
CHN;1974;985085216
CHN;1975;1142101906
CHN;1976;1190964535
CHN;1977;1304402788
CHN;1978;1455257506
CHN;1979;1487113084
CHN;1980;1458886738
CHN;1981;1442782298
CHN;1982;1570468325
CHN;1983;1655810483
CHN;1984;1802317096
CHN;1985;1951773228
CHN;1986;2052242012
CHN;1987;2191053006
CHN;1988;2347763494
CHN;1989;2386884998
CHN;1990;2420302108
CHN;1991;2538923968
CHN;1992;2657112406
CHN;1993;2835795473
CHN;1994;3010242208
CHN;1995;3265056964
CHN;1996;3408346591
CHN;1997;3414549286
CHN;1998;3265902621
CHN;1999;3258134887
CHN;2000;3349294776
CHN;2001;3426144062
CHN;2002;3782439297
CHN;2003;4452310296
CHN;2004;5125894416
CHN;2005;5771168440
CHN;2006;6377748016
CHN;2007;6861750652
CHN;2008;7375189907
CHN;2009;7758811768
CHN;2010;8500542695
CHN;2011;9388199234
CHN;2012;9633899303
CHN;2013;9796527160
CHN;2014;9820360492
CHN;2015;9716467840
CHN;2016;9704479432
CHN;2017;9838754028
CXR;1970;69616
CXR;1971;84272
CXR;1972;84272
CXR;1973;69616
CXR;1974;124576
CXR;1975;135568
CXR;1976;124576
CXR;1977;91600
CXR;1978;91600
CXR;1979;98928
CXR;1980;98928
CXR;1981;102592
CXR;1982;73280
CXR;1983;80608
COL;1921;29312
COL;1922;142896
COL;1923;186864
COL;1924;197856
COL;1925;443344
COL;1926;846384
COL;1927;824400
COL;1928;1348352
COL;1929;1289728
COL;1930;652192
COL;1931;329760
COL;1932;80608
COL;1933;534944
COL;1934;736464
COL;1935;2403584
COL;1936;2784640
COL;1937;2784640
COL;1938;3004480
COL;1939;4638624
COL;1940;4165968
COL;1941;3733616
COL;1942;4165968
COL;1943;3733616
COL;1944;4741216
COL;1945;4481072
COL;1946;4961056
COL;1947;5063648
COL;1948;4484736
COL;1949;5136928
COL;1950;7500208
COL;1951;8167056
COL;1952;8636048
COL;1953;10764832
COL;1954;9625328
COL;1955;11948304
COL;1956;12604160
COL;1957;13655728
COL;1958;13981824
COL;1959;16086790.56
COL;1960;16390486.53
COL;1961;18196303.65
COL;1962;19419485.33
COL;1963;21232779.02
COL;1964;21682945.85
COL;1965;22858733.26
COL;1966;23474196.11
COL;1967;24686831.54
COL;1968;26572751.48
COL;1969;28016278.33
COL;1970;28370051.96
COL;1971;30281850.15
COL;1972;31426100.84
COL;1973;33632220
COL;1974;36396536.79
COL;1975;35811385.4
COL;1976;37983012.67
COL;1977;39244477.27
COL;1978;41539281.74
COL;1979;44272706.83
COL;1980;44180848.8
COL;1981;44267738.91
COL;1982;45688432.82
COL;1983;49218949.21
COL;1984;48712742.12
